ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,reinforcePrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,weakA_DamageRate,weakB_DamageRate,weakC_DamageRate,weakD_DamageRate,sleepGuardResist_MaxCorrect,madnessGuardResist_MaxCorrect,saWeaponDamage,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,guardAngle,saDurability,staminaGuardDef,reinforceTypeId,trophySGradeId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defSeMaterial1,correctType_Physics,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,atkAttribute,rightHandEquipable,leftHandEquipable,bothHandEquipable,arrowSlotEquipable,boltSlotEquipable,enableGuard,enableParry,enableMagic,enableSorcery,enableMiracle,enableVowMagic,isNormalAttackType,isBlowAttackType,isSlashAttackType,isThrustAttackType,isEnhance,isHeroPointCorrect,isCustom,disableBaseChangeReset,disableRepair,isDarkHand,simpleModelForDlc,lanternWep,isVersusGhostWep,baseChangeCategory,isDragonSlayer,isDeposit,disableMultiDropShare,isDiscard,isDrop,showLogCondType,enableThrow,showDialogCondType,disableGemAttr,defSfxMaterial1,wepCollidableType0,wepCollidableType1,postureControlId_Right,postureControlId_Left,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,defSfxMaterial2,defSeMaterial2,absorpParamId,toughnessCorrectRate,isValidTough_ProtSADmg,isDualBlade,isAutoEquip,isEnableEmergencyStep,invisibleOnRemo,pad2,correctType_Magic,correctType_Fire,correctType_Thunder,weakE_DamageRate,weakF_DamageRate,darkGuardCutRate,attackBaseDark,correctType_Dark,correctType_Poison,sortGroupId,atkAttribute2,sleepGuardResist,madnessGuardResist,correctType_Blood,properLuck,freezeGuardResist,autoReplenishType,swordArtsParamId,correctLuck,arrowBoltEquipId,DerivationLevelType,enchantSfxSize,wepType,physGuardCutRate_MaxCorrect,magGuardCutRate_MaxCorrect,fireGuardCutRate_MaxCorrect,thunGuardCutRate_MaxCorrect,darkGuardCutRate_MaxCorrect,poisonGuardResist_MaxCorrect,diseaseGuardResist_MaxCorrect,bloodGuardResist_MaxCorrect,curseGuardResist_MaxCorrect,freezeGuardResist_MaxCorrect,staminaGuardDef_MaxCorrect,residentSfxId_1,residentSfxId_2,residentSfxId_3,residentSfxId_4,residentSfx_DmyId_1,residentSfx_DmyId_2,residentSfx_DmyId_3,residentSfx_DmyId_4,staminaConsumptionRate,vsPlayerDmgCorrectRate_Physics,vsPlayerDmgCorrectRate_Magic,vsPlayerDmgCorrectRate_Fire,vsPlayerDmgCorrectRate_Thunder,vsPlayerDmgCorrectRate_Dark,vsPlayerDmgCorrectRate_Poison,vsPlayerDmgCorrectRate_Blood,vsPlayerDmgCorrectRate_Freeze,attainmentWepStatusStr,attainmentWepStatusDex,attainmentWepStatusMag,attainmentWepStatusFai,attainmentWepStatusLuc,attackElementCorrectId,saleValue,reinforceShopCategory,maxArrowQuantity,residentSfx_1_IsVisibleForHang,residentSfx_2_IsVisibleForHang,residentSfx_3_IsVisibleForHang,residentSfx_4_IsVisibleForHang,isSoulParamIdChange_model0,isSoulParamIdChange_model1,isSoulParamIdChange_model2,isSoulParamIdChange_model3,wepSeIdOffset,baseChangePrice,levelSyncCorrectId,correctType_Sleep,correctType_Madness,rarity,gemMountType,wepRegainHp,spEffectMsgId0,spEffectMsgId1,spEffectMsgId2,originEquipWep16,originEquipWep17,originEquipWep18,originEquipWep19,originEquipWep20,originEquipWep21,originEquipWep22,originEquipWep23,originEquipWep24,originEquipWep25,vsPlayerDmgCorrectRate_Sleep,vsPlayerDmgCorrectRate_Madness,saGuardCutRate,defMaterialVariationValue,spAttributeVariationValue,stealthAtkRate,vsPlayerDmgCorrectRate_Disease,vsPlayerDmgCorrectRate_Curse,pad
5031900,Rogier's Rapier [Rotten],1,0,[0|0|0],502,1404000,0,3.5,0,500,230,100,5,30,0,55,49,33,33,33,106000,-1,-1,-1,-1,-1,0,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,251,10163,0,0,1,10,93,0,0,0,31,60,0,22,2200,-1,-1,30,-1,7,0,2,27,2,0,100,0,20,146,0,10,8,17,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,109,55,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2300,310,6,6,1,2,40,6401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5032000,Rogier's Rapier [Storm],1,0,[0|0|0],502,1404000,0,3.5,0,500,230,100,5,30,65,65,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,251,10163,0,0,1,10,93,0,0,0,31,60,0,22,2200,-1,-1,30,-1,7,0,2,27,2,0,100,0,0,146,0,10,8,17,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,109,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2300,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5032100,Rogier's Rapier [Psionic],1,0,[0|0|0],502,1404000,0,3.5,0,500,230,100,5,30,0,55,49,33,33,33,105550,-1,-1,-1,-1,-1,0,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,5030000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,251,10163,0,0,1,10,0,93,0,0,31,60,0,22,2200,-1,-1,30,-1,7,0,2,27,2,0,100,0,24,146,0,10,8,17,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,109,55,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2300,310,6,6,1,2,40,6651,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5040000,Antspur Rapier,1,0,[0|0|0],500,1405000,0,3,0,550,210,200,10,55,0,70,47,31,31,31,-1,6601,-1,-1,-1,-1,2200,5040000,5040000,5040000,5040000,5040000,5040000,5040000,5040000,5040000,5040000,5040000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,253,10164,0,0,1,10,98,0,0,0,31,60,0,21,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,21,0,0,10,10,15,0,15,99,0,0,10,40,0,1,0,0,0,10,10,10,10,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,31,0,0,6,50,2,10,10,6,15,10,0,101,70,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.03,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2100,310,6,6,2,0,40,6451,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5050000,Frozen Needle,1,0,[0|0|0],501,1406000,0,2.5,0,500,180,200,10,60,75,0,40,40,28,28,-1,107500,-1,-1,-1,-1,2200,5050000,5050000,5050000,5050000,5050000,5050000,5050000,5050000,5050000,5050000,5050000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,254,10165,0,0,1,10,0,99,0,0,30,60,0,20,2200,-1,-1,20,-1,7,0,2,27,2,4,157,0,23,147,0,10,8,10,10,0,99,0,0,10,40,0,1,0,0,0,10,10,10,10,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,1,117,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,28,0,0,6,50,2,10,10,6,10,10,0,227,75,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,1800,310,6,6,2,0,40,6601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060000,Noble's Estoc,1,0,[0|0|0],503,1402000,0,3.5,0,400,220,1000,10,80,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,0,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060100,Noble's Estoc [Heavy],1,0,[0|0|0],503,1402001,0,3.5,0,400,220,1000,55,50,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,0,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060200,Noble's Estoc [Keen],1,0,[0|0|0],503,1402002,0,3.5,0,400,220,1000,5,125,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,0,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060300,Noble's Estoc [Quality],1,0,[0|0|0],503,1402003,0,3.5,0,400,220,1000,35,70,0,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,0,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060400,Noble's Estoc [Glint],1,0,[0|0|0],503,1402005,0,3.5,0,400,220,1000,5,30,90,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,0,104,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,10,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060500,Noble's Estoc [Dragonkin],1,0,[0|0|0],503,1402006,0,3.5,0,400,220,1000,5,30,80,0,49,33,33,33,107500,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,0,0,0,104,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,12,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,6601,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,1,1,[0|0|0|0|0|0|0|0]
5060600,Noble's Estoc [Gravity],1,0,[0|0|0],503,1402007,0,3.5,0,400,220,1000,5,30,90,0,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,10,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,4,0,1,1,[0|0|0|0|0|0|0|0]
5060700,Noble's Estoc [Flame],1,0,[0|0|0],503,1402008,0,3.5,0,400,220,1000,5,30,0,80,49,33,33,33,108500,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,0,0,104,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,11,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,6801,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,5,0,1,1,[0|0|0|0|0|0|0|0]
5060800,Noble's Estoc [Golden],1,0,[0|0|0],503,1402004,0,3.5,0,400,220,1000,5,30,0,90,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,0,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,13,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,104,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5060900,Noble's Estoc [Draconic],1,0,[0|0|0],503,1402011,0,3.5,0,400,220,1000,5,30,0,90,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,0,0,0,104,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,12,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
5061000,Noble's Estoc [Bestial],1,0,[0|0|0],503,1402009,0,3.5,0,400,220,1000,5,30,0,90,49,33,33,33,-1,-1,-1,-1,-1,-1,0,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,5060000,-1,-1,-1,-1,-1,1,1,1,1,15,15,4,252,10166,0,0,1,10,104,0,0,0,30,60,0,22,2200,-1,-1,20,-1,7,0,2,27,2,0,100,0,0,145,0,10,9,10,0,0,99,0,0,10,40,0,1,0,0,0,11,11,11,11,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,0,106,1,1,0,0,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,139,27,0.014,0,0,0,1,1,0,0,0,0,1,1,33,0,0,6,50,2,11,11,6,0,11,0,101,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,0,-1,-1,-1,-1,-1,-1,-1,-1,1.14,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,16000,0,1,1,0,0,0,0,1,0,0,0,0,2200,310,6,6,1,2,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,1,[0|0|0|0|0|0|0|0]
